Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
PLX-4720	PLX-4720	KDR	Protein	P35968	Homo sapiens	IUPHAR	12538485	Ki	=	9	III
PLX-4720	PLX-4720	BRAF	Protein	P15056	Homo sapiens	IUPHAR	22037378	Kd	=	330	III
PLX-4720	PLX-4720	BRAF	Protein	P15056	Homo sapiens	IUPHAR	18287029	IC50	=	160	III
Defibrotide Sodium	Defibrotide Sodium	ADORA1	Protein	P30542	Homo sapiens	DrugBank	8405101	NA	NA	NA	II
Defibrotide Sodium	Defibrotide Sodium	ADORA2A	Protein	P29274	Homo sapiens	DrugBank	8405101	NA	NA	NA	II
Defibrotide Sodium	Defibrotide Sodium	ADORA2B	Protein	P29275	Homo sapiens	DrugBank	8405101	NA	NA	NA	II
CDK Inhibitor AT7519	CDK Inhibitor AT7519	CDK2	Protein	P24941	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
CDK Inhibitor AT7519	CDK Inhibitor AT7519	CDK1	Protein	P06493	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	16245075	NA	NA	NA	II
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	17475913	NA	NA	NA	II
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	14657210	NA	NA	NA	II
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	17311988	NA	NA	NA	II
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	15353486	NA	NA	NA	II
Filgrastim	Filgrastim	ELANE	Protein	P08246	Homo sapiens	DrugBank	12393522	NA	NA	NA	II
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	DrugBank	17127322	NA	NA	NA	II
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	DrugBank	15949269	NA	NA	NA	II
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	DrugBank	17494858	NA	NA	NA	II
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	DrugBank	16033816	NA	NA	NA	II
Filgrastim	Filgrastim	CSF3R	Protein	Q99062	Homo sapiens	DrugBank	17001306	NA	NA	NA	II
Filgrastim	Filgrastim	CSF2RB|CSF2RA	Protein	P32927|P15509	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Filgrastim	Filgrastim	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Crizotinib	Crizotinib	MET	Protein	P08581	Homo sapiens	DrugBank	22594847	NA	NA	NA	II
Crizotinib	Crizotinib	MET	Protein	P08581	Homo sapiens	IUPHAR	21812414	Ki	=	2	III
Crizotinib	Crizotinib	MET	Protein	P08581	Homo sapiens	IUPHAR	21708465	IC50	=	0.779999971	III
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	DrugBank	22594847	NA	NA	NA	II
Crizotinib	Crizotinib	ALK	Protein	Q9UM73	Homo sapiens	IUPHAR	21812414	IC50	=	1	III
Procarbazine Hydrochloride	Procarbazine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Procarbazine Hydrochloride	Procarbazine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	9307842	NA	NA	NA	II
Procarbazine Hydrochloride	Procarbazine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Procarbazine Hydrochloride	Procarbazine Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	12948823	NA	NA	NA	II
Motesanib	Motesanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22037378	Kd	=	2.599999905	III
Motesanib	Motesanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	23098265	IC50	=	3	III
Motesanib	Motesanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	23098265	IC50	=	2	III
Motesanib	Motesanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	23098265	IC50	=	6	III
Trabectedin	Trabectedin	Nr1i2	Protein	O54915	Mouse	IUPHAR	11329060	NA	NA	NA	II
Trabectedin	Trabectedin	DNA	DNA	null	Homo sapiens	DrugBank	17154523	NA	NA	NA	II
Trabectedin	Trabectedin	DNA	DNA	null	Homo sapiens	DrugBank	20647340	NA	NA	NA	II
Trabectedin	Trabectedin	DNA	DNA	null	Homo sapiens	DrugBank	19515014	NA	NA	NA	II
Larotrectinib	Larotrectinib	NTRK1	Protein	P04629	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	9.699999809	I
Ziv-Aflibercept	Ziv-Aflibercept	VEGFB	Protein	P49765	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	24179482	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	24144450	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	IUPHAR	19236257	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	VEGFA	Protein	P15692	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Ziv-Aflibercept	Ziv-Aflibercept	PGF	Protein	P49763	Homo sapiens	DrugBank	22813448	NA	NA	NA	II
Infigratinib	Infigratinib	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	21936542	IC50	=	60	III
Infigratinib	Infigratinib	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	21936542	IC50	=	0.899999976	III
Infigratinib	Infigratinib	KDR	Protein	P35968	Homo sapiens	IUPHAR	21936542	IC50	=	180	III
Infigratinib	Infigratinib	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	21936542	IC50	=	1	III
Infigratinib	Infigratinib	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	21936542	IC50	=	1.399999976	III
Belinostat	Belinostat	HDAC1	Protein	Q13547	Homo sapiens	IUPHAR	17868033	EC50	=	41	III
Belinostat	Belinostat	HDAC1	Protein	Q13547	Homo sapiens	IUPHAR	20139990	Ki	=	0.850000024	III
Belinostat	Belinostat	HDAC2	Protein	Q92769	Homo sapiens	IUPHAR	17868033	EC50	=	125	III
Belinostat	Belinostat	HDAC2	Protein	Q92769	Homo sapiens	IUPHAR	20139990	Ki	=	0.850000024	III
Belinostat	Belinostat	HDAC7	Protein	Q8WUI4	Homo sapiens	IUPHAR	20139990	Ki	=	75	III
Belinostat	Belinostat	HDAC7	Protein	Q8WUI4	Homo sapiens	IUPHAR	17868033	EC50	=	67	III
Belinostat	Belinostat	HDAC4	Protein	P56524	Homo sapiens	IUPHAR	17868033	EC50	=	115	III
Belinostat	Belinostat	HDAC4	Protein	P56524	Homo sapiens	IUPHAR	20139990	Ki	=	380	III
Belinostat	Belinostat	HDAC5	Protein	Q9UQL6	Homo sapiens	IUPHAR	20139990	Ki	=	175	III
Belinostat	Belinostat	HDAC6	Protein	Q9UBN7	Homo sapiens	IUPHAR	20139990	Ki	=	1.600000024	III
Belinostat	Belinostat	HDAC6	Protein	Q9UBN7	Homo sapiens	IUPHAR	17868033	EC50	=	82	III
Belinostat	Belinostat	HDAC8	Protein	Q9BY41	Homo sapiens	IUPHAR	20139990	Ki	=	25	III
Belinostat	Belinostat	HDAC8	Protein	Q9BY41	Homo sapiens	IUPHAR	17868033	EC50	=	216	III
Belinostat	Belinostat	HDAC9	Protein	Q9UKV0	Homo sapiens	IUPHAR	20139990	Ki	=	250	III
Belinostat	Belinostat	HDAC9	Protein	Q9UKV0	Homo sapiens	IUPHAR	17868033	EC50	=	128	III
Belinostat	Belinostat	HDAC3	Protein	O15379	Homo sapiens	IUPHAR	17868033	EC50	=	30	III
Belinostat	Belinostat	HDAC3	Protein	O15379	Homo sapiens	IUPHAR	20139990	Ki	=	1.5	III
Thioguanine	Thioguanine	IMPDH1	Protein	P20839	Homo sapiens	IUPHAR	18609073	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH1	Protein	P20839	Homo sapiens	IUPHAR	14529546	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH2	Protein	P12268	Homo sapiens	IUPHAR	18609073	NA	NA	NA	II
Thioguanine	Thioguanine	IMPDH2	Protein	P12268	Homo sapiens	IUPHAR	14529546	NA	NA	NA	II
Thioguanine	Thioguanine	DNA	DNA	null	Homo sapiens	DrugBank	18506437	NA	NA	NA	II
Thioguanine	Thioguanine	DNA	DNA	null	Homo sapiens	DrugBank	16267626	NA	NA	NA	II
Thioguanine	Thioguanine	DNA	DNA	null	Homo sapiens	DrugBank	6400065	NA	NA	NA	II
Thioguanine	Thioguanine	DNA	DNA	null	Homo sapiens	DrugBank	2676034	NA	NA	NA	II
Ifosfamide	Ifosfamide	DNA	DNA	null	Homo sapiens	DrugBank	10100700	NA	NA	NA	II
Ifosfamide	Ifosfamide	DNA	DNA	null	Homo sapiens	DrugBank	16702183	NA	NA	NA	II
Ifosfamide	Ifosfamide	DNA	DNA	null	Homo sapiens	DrugBank	15827549	NA	NA	NA	II
Ifosfamide	Ifosfamide	DNA	DNA	null	Homo sapiens	DrugBank	14586139	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	16485343	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	18035189	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	20616909	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	18318562	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	19825456	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	18473971	NA	NA	NA	II
Nelarabine	Nelarabine	DNA	DNA	null	Homo sapiens	DrugBank	18516261	NA	NA	NA	II
Nelarabine	Nelarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	12750168	NA	NA	NA	II
Nelarabine	Nelarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	91427	NA	NA	NA	II
Nelarabine	Nelarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	18035189	NA	NA	NA	II
Nelarabine	Nelarabine	POLA1	Protein	P09884	Homo sapiens	DrugBank	18473971	NA	NA	NA	II
Alisertib	Alisertib	AURKA	Protein	O14965	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
Alisertib	Alisertib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19320489	IC50	=	1	III
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	9031099	NA	NA	NA	II
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	19749264	NA	NA	NA	II
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	14871502	NA	NA	NA	II
Chlorambucil	Chlorambucil	DNA	DNA	null	Homo sapiens	DrugBank	20350810	NA	NA	NA	II
Venetoclax	Venetoclax	BCL2L2	Protein	Q92843	Homo sapiens	IUPHAR	23291630	Ki	=	245	III
Venetoclax	Venetoclax	MCL1	Protein	Q07820	Homo sapiens	IUPHAR	23291630	Ki	>	444	III
Venetoclax	Venetoclax	BCL2L1	Protein	Q07817	Homo sapiens	IUPHAR	23291630	Ki	=	48	III
Venetoclax	Venetoclax	BCL2	Protein	P10415	Homo sapiens	DrugBank	23410971	NA	NA	NA	II
Venetoclax	Venetoclax	BCL2	Protein	P10415	Homo sapiens	IUPHAR	23291630	Ki	<	0.01	III
Arsenic Trioxide	Arsenic Trioxide	TXNRD1	Protein	Q16881	Homo sapiens	DrugBank	17640917	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	AKT1	Protein	P31749	Homo sapiens	DrugBank	16239170	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	AKT1	Protein	P31749	Homo sapiens	DrugBank	12529330	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	AKT1	Protein	P31749	Homo sapiens	DrugBank	12472888	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	AKT1	Protein	P31749	Homo sapiens	DrugBank	15916724	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	AKT1	Protein	P31749	Homo sapiens	DrugBank	15580309	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK3	Protein	P27361	Homo sapiens	DrugBank	14516795	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK3	Protein	P27361	Homo sapiens	DrugBank	17158527	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK3	Protein	P27361	Homo sapiens	DrugBank	12472888	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK3	Protein	P27361	Homo sapiens	DrugBank	15849723	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK3	Protein	P27361	Homo sapiens	DrugBank	14674888	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	IKBKB	Protein	O14920	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	IKBKB	Protein	O14920	Homo sapiens	DrugBank	16230390	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	IKBKB	Protein	O14920	Homo sapiens	DrugBank	16387740	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	IKBKB	Protein	O14920	Homo sapiens	DrugBank	17450217	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	CCND1	Protein	P24385	Homo sapiens	DrugBank	12480548	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	CCND1	Protein	P24385	Homo sapiens	DrugBank	16230390	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	CCND1	Protein	P24385	Homo sapiens	DrugBank	16387740	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	CCND1	Protein	P24385	Homo sapiens	DrugBank	17005224	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	CCND1	Protein	P24385	Homo sapiens	DrugBank	17370311	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK1	Protein	P28482	Homo sapiens	DrugBank	12529330	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	MAPK1	Protein	P28482	Homo sapiens	DrugBank	12426127	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	JUN	Protein	P05412	Homo sapiens	DrugBank	12075113	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	JUN	Protein	P05412	Homo sapiens	DrugBank	12547826	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	JUN	Protein	P05412	Homo sapiens	DrugBank	12475910	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	JUN	Protein	P05412	Homo sapiens	DrugBank	12637567	NA	NA	NA	II
Arsenic Trioxide	Arsenic Trioxide	JUN	Protein	P05412	Homo sapiens	DrugBank	12426127	NA	NA	NA	II
Carboplatin	Carboplatin	DNA	DNA	null	Homo sapiens	DrugBank	17925555	NA	NA	NA	II
Carboplatin	Carboplatin	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Carboplatin	Carboplatin	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Carboplatin	Carboplatin	DNA	DNA	null	Homo sapiens	DrugBank	17900616	NA	NA	NA	II
Dactolisib	Dactolisib	MTOR	Protein	P42345	Homo sapiens	IUPHAR	18606717	IC50	=	6	III
Dactolisib	Dactolisib	PIK3CA	Protein	P42336	Homo sapiens	IUPHAR	18606717	IC50	=	4	III
Dactolisib	Dactolisib	PIK3CD	Protein	O00329	Homo sapiens	IUPHAR	18606717	IC50	=	7	III
Dactolisib	Dactolisib	PIK3CG	Protein	P48736	Homo sapiens	IUPHAR	18606717	IC50	=	5	III
Dactolisib	Dactolisib	ATR	Protein	Q13535	Homo sapiens	IUPHAR	21552262	IC50	=	21	III
Cerdulatinib	Cerdulatinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	25253883	IC50	=	6	III
Cerdulatinib	Cerdulatinib	SYK	Protein	P43405	Homo sapiens	IUPHAR	25253883	IC50	=	32	III
Cerdulatinib	Cerdulatinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	25253883	IC50	=	8	III
Cerdulatinib	Cerdulatinib	JAK1	Protein	P23458	Homo sapiens	IUPHAR	25253883	IC50	=	12	III
Cerdulatinib	Cerdulatinib	TYK2	Protein	P29597	Homo sapiens	IUPHAR	25253883	IC50	=	0.5	III
Cerdulatinib	Cerdulatinib	STK4	Protein	Q13043	Homo sapiens	IUPHAR	25253883	IC50	=	4	III
Cerdulatinib	Cerdulatinib	NUAK1	Protein	O60285	Homo sapiens	IUPHAR	25253883	IC50	=	4	III
Cerdulatinib	Cerdulatinib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	25253883	IC50	=	5	III
Cerdulatinib	Cerdulatinib	MAP3K9	Protein	P80192	Homo sapiens	IUPHAR	25253883	IC50	=	5	III
AST-487	AST-487	RET	Protein	P07949	Homo sapiens	IUPHAR	17638907	IC50	=	880	III
AST-487	AST-487	KIT	Protein	P10721	Homo sapiens	IUPHAR	17638907	IC50	=	500	III
AST-487	AST-487	KDR	Protein	P35968	Homo sapiens	IUPHAR	17638907	IC50	=	170	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	18820131	Ki	=	120	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	0.790000021	III
AST-487	AST-487	FLT3	Protein	P36888	Homo sapiens	IUPHAR	17638907	IC50	=	520	III
Cyclophosphamide	Cyclophosphamide	DNA	DNA	null	Homo sapiens	DrugBank	17893968	NA	NA	NA	II
Cyclophosphamide	Cyclophosphamide	DNA	DNA	null	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Cyclophosphamide	Cyclophosphamide	DNA	DNA	null	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Cyclophosphamide	Cyclophosphamide	DNA	DNA	null	Homo sapiens	DrugBank	17904265	NA	NA	NA	II
Cyclophosphamide	Cyclophosphamide	DNA	DNA	null	Homo sapiens	DrugBank	17922622	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	12590540	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	12227806	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	15121485	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	17643344	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	DrugBank	12784346	NA	NA	NA	II
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	IUPHAR	9804700	Ki	=	0.090000004	III
Aprepitant	Aprepitant	TACR1	Protein	P25103	Homo sapiens	IUPHAR	10737756	Ki	=	0.090000004	III
Vargetef	Vargetef	FLT4	Protein	P35916	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT4	Protein	P35916	Homo sapiens	IUPHAR	18559524	IC50	=	13	III
Vargetef	Vargetef	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	18559524	IC50	=	65	III
Vargetef	Vargetef	LCK	Protein	P06239	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT1	Protein	P17948	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FLT1	Protein	P17948	Homo sapiens	IUPHAR	18559524	IC50	=	31	III
Vargetef	Vargetef	FGFR4	Protein	P22455	Homo sapiens	IUPHAR	18559524	IC50	=	610	III
Vargetef	Vargetef	KDR	Protein	P35968	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	KDR	Protein	P35968	Homo sapiens	IUPHAR	18559524	IC50	=	21	III
Vargetef	Vargetef	FLT3	Protein	P36888	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	SRC	Protein	P12931	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR3	Protein	P22607	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR3	Protein	P22607	Homo sapiens	IUPHAR	18559524	IC50	=	108	III
Vargetef	Vargetef	LYN	Protein	P07948	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	18559524	IC50	=	59	III
Vargetef	Vargetef	FGFR2	Protein	P21802	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR2	Protein	P21802	Homo sapiens	IUPHAR	18559524	IC50	=	37	III
Vargetef	Vargetef	FGFR1	Protein	P11362	Homo sapiens	DrugBank	18559524	NA	NA	NA	II
Vargetef	Vargetef	FGFR1	Protein	P11362	Homo sapiens	IUPHAR	18559524	IC50	=	69	III
Topotecan Hydrochloride	Topotecan Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	12426403	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	DNA	DNA	null	Homo sapiens	DrugBank	10677551	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	12437383	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	11166732	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	11443926	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	9122737	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	12520736	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	9885371	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	8853931	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1	Protein	P11387	Homo sapiens	DrugBank	12855624	NA	NA	NA	II
Topotecan Hydrochloride	Topotecan Hydrochloride	TOP1MT	Protein	Q969P6	Homo sapiens	DrugBank	8390858	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11332155	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11179439	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17652819	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	17115008	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11046078	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	10194547	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	12911317	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2A	Protein	P11388	Homo sapiens	DrugBank	11984069	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Dexrazoxane Hydrochloride	Dexrazoxane Hydrochloride	TOP2B	Protein	Q02880	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Romiplostim	Romiplostim	MPL	Protein	P40238	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Romiplostim	Romiplostim	MPL	Protein	P40238	Homo sapiens	DrugBank	23250851	NA	NA	NA	II
Torkinib	Torkinib	PASK	Protein	Q96RG2	Homo sapiens	IUPHAR	18849971	NA	NA	NA	II
Torkinib	Torkinib	MTOR	Protein	P42345	Homo sapiens	IUPHAR	18849971	IC50	=	8	III
Ranolazine	Ranolazine	SCN5A	Protein	Q14524	Homo sapiens	DrugBank	17220471	NA	NA	NA	II
Ranolazine	Ranolazine	SCN5A	Protein	Q14524	Homo sapiens	DrugBank	19077543	NA	NA	NA	II
Ranolazine	Ranolazine	SCN9A	Protein	Q15858	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ranolazine	Ranolazine	SCN9A	Protein	Q15858	Homo sapiens	DrugBank	19077543	NA	NA	NA	II
PHT-427	PHT-427	AKT2	Protein	P31751	Homo sapiens	IUPHAR	20197390	Ki	=	2670	III
PHT-427	PHT-427	PDPK1	Protein	O15530	Homo sapiens	IUPHAR	20197390	Ki	=	5200	III
Seliciclib	Roscovitine	CDK2	Protein	P24941	Homo sapiens	IUPHAR	23252711	Ki	=	250	III
Seliciclib	Roscovitine	CDK2	Protein	P24941	Homo sapiens	IUPHAR	23252711	Ki	=	250	III
Seliciclib	Roscovitine	CDK9	Protein	P50750	Homo sapiens	IUPHAR	23252711	Ki	=	790	III
Seliciclib	Roscovitine	CDK9	Protein	P50750	Homo sapiens	IUPHAR	23252711	Ki	=	790	III
Crenolanib	Crenolanib	PDGFRA	Protein	P16234	Homo sapiens	IUPHAR	22745105	Kd	=	2.099999905	III
Crenolanib	Crenolanib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22745105	Kd	=	0.74000001	III
Crenolanib	Crenolanib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	22745105	Kd	=	30	III
Crenolanib	Crenolanib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	22745105	Kd	=	3.200000048	III
Crenolanib	Crenolanib	KIT	Protein	P10721	Homo sapiens	IUPHAR	22745105	Kd	=	78	III
Enzalutamide	Enzalutamide	AR	Protein	P10275	Homo sapiens	DrugBank	NA_DrugBank	NA	NA	NA	I
