Drug	Target_Name	UniProt_ID	Target_Org	PubMedIDs
Thymine	Deoxyribodipyrimidine photo-lyase	P61497	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	17016423|17139284
Thymine	Thymidine phosphorylase	P07650	Escherichia coli (strain K12)	17016423|17139284
Formycin-5'-Monophosphate	AMP nucleosidase	P0AE12	Escherichia coli (strain K12)	17016423|17139284
2-Phospho-D-Glyceric Acid	Beta-enolase	P13929	Human	17016423|10592235|17139284
BMS184394	Retinoic acid receptor gamma	P13631	Human	17016423|10592235|17139284
Naringenin	HTH-type transcriptional regulator TtgR	Q9AIU0	Pseudomonas putida (strain DOT-T1E)	10592235
1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	Phenylethanolamine N-methyltransferase	P11086	Human	17016423|10592235|17139284
Heme D	Nitrite reductase	P24474	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
Heme D	Nitrite reductase	P72181	Paracoccus pantotrophus	17016423|17139284
Trypanothione	Trypanothione reductase	P28593	Trypanosoma cruzi	17016423|17139284
6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid	Phospholipase A2, membrane associated	P14555	Human	17016423|17139284
Cyclohexyl-Hexyl-Beta-D-Maltoside	Beta-lactamase SHV-2	P0A9Z7	Escherichia coli	17016423|17139284
Cyclohexyl-Hexyl-Beta-D-Maltoside	Beta-lactamase SHV-1	P0AD63	Escherichia coli	17016423|17139284
N5-Methylglutamine	Release factor glutamine methyltransferase	Q9WYV8	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One	Neuraminidase	P03474	Influenza B virus (strain B/Lee/1940)	17016423|10592235|17139284
Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	Urokinase-type plasminogen activator	P00749	Human	17016423|10592235|17139284
1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	Prostaglandin G/H synthase 2	P35354	Human	10592235
2'-O-Acetyl Adenosine-5-Diphosphoribose	NAD-dependent protein deacylase sirtuin-5, mitochondrial	Q9NXA8	Human	17016423|10592235|17139284
8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	Glycogen phosphorylase, muscle form	P11217	Human	17016423|10592235|17139284
Brequinar Analog	Dihydroorotate dehydrogenase (quinone), mitochondrial	Q02127	Human	17016423|17139284
5,10-Dimethylene Tetrahydromethanopterin	Formaldehyde-activating enzyme	Q9FA38	Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / AM1)	17016423|17139284
8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide	p-hydroxybenzoate hydroxylase	P20586	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	Tyrosine-protein phosphatase non-receptor type 1	P18031	Human	17016423|17139284
L-Alpha-Glycerophosphorylethanolamine	Annexin A5	P08758	Human	17016423|10592235|17139284
Alpha-D-Fucose	Lactotransferrin	P02788	Human	17016423|10592235|17139284
Alpha-D-Fucose	L-arabinose-binding periplasmic protein	P02924	Escherichia coli (strain K12)	17016423|17139284
Phosphomethylphosphonic Acid Guanosyl Ester	Soluble calcium-activated nucleotidase 1	Q8WVQ1	Human	17016423|17139284
3-Aminosuccinimide	Lysozyme C	P61626	Human	17016423|10592235|17139284
3-Aminosuccinimide	Chemotaxis protein CheY	P0AE67	Escherichia coli (strain K12)	17016423|17139284
Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose	Alpha,alpha-trehalose-phosphate synthase [UDP-forming]	P31677	Escherichia coli (strain K12)	17016423|17139284
2-Keto-3-Deoxygluconate	2-keto-3-deoxy-gluconate kinase	Q746L7	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	
3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	Cyclin-dependent kinase 2	P24941	Human	17016423|10592235|17139284
2'-Deoxyguanosine-5'-Diphosphate	Nucleoside diphosphate kinase A	P15531	Human	17016423|10592235|17139284
Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)	Azurin	P00282	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
7-Methylguanosine	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase	P07617	VACV	17016423|17139284
CRA_10950	Trypsin-1	P07477	Human	10592235
4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	Pancreatic alpha-amylase	P04746	Human	
Flavopiridol	Cyclin-dependent kinase 2	P24941	Human	18465538|11752352
Flavopiridol	Cyclin-dependent kinase 5	Q00535	Human	11752352
Flavopiridol	Cyclin-dependent kinase 9	P50750	Human	11752352
Flavopiridol	Cyclin-dependent kinase 1	P06493	Human	11752352
Flavopiridol	Cyclin-dependent kinase 6	Q00534	Human	11752352
Flavopiridol	Epidermal growth factor receptor	P00533	Human	11752352
Flavopiridol	Cyclin-dependent kinase 4	P11802	Human	11752352
Flavopiridol	Cyclin-dependent kinase 8	P49336	Human	11752352
Flavopiridol	Cyclin-dependent kinase 7	P50613	Human	11752352
Flavopiridol	Glycogen phosphorylase, muscle form	P11217	Human	17016423|10592235|17139284
Mercaptomethyl Phosphonate	Alkaline phosphatase	P00634	Escherichia coli (strain K12)	17016423|17139284
Malate Ion	Circadian clock protein KaiB	P74645	Synechocystis sp. (strain PCC 6803 / Kazusa)	17016423|17139284
Malate Ion	Fumarate hydratase class II	P05042	Escherichia coli (strain K12)	17016423|17139284
Malate Ion	Malate synthase G	P0A5J4	Mycobacterium tuberculosis	17016423|17139284
Malate Ion	NAD-dependent malic enzyme, mitochondrial	P23368	Human	17016423|17139284
Malate Ion	Citrate synthase, mitochondrial	O75390	Human	17016423|10592235|17139284
Malate Ion	Capsule biosynthesis protein	Q57265	Neisseria meningitidis	
Tricosanoic Acid	Lipase 3	P32947	Yeast	17016423|17139284
Uridine Diphosphate Galactose	Beta-1,4-galactosyltransferase 1	P15291	Human	10592235|12051854
Uridine Diphosphate Galactose	Histo-blood group ABO system transferase	P16442	Human	12972418
Uridine Diphosphate Galactose	UDP-glucose 4-epimerase	Q14376	Human	11279193
(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	Aspartate-semialdehyde dehydrogenase	P44801	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	17016423|17139284
4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	Neuraminidase	P03472	Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)	17016423|17139284
9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	Heat shock protein HSP 90-alpha	P07900	Human	10592235
2,6-Diaminoquinazolin-4(3h)-One	Queuine tRNA-ribosyltransferase	P28720	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	17016423|10592235|17139284
9-Deazaadenine	Adenine phosphoribosyltransferase	P07741	Human	10592235
6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One	Tumor necrosis factor receptor superfamily member 1A	P19438	Human	17016423|10592235|17139284
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	Poly [ADP-ribose] polymerase 1	P09874	Human	17016423|10592235|17139284
6-O-Phosphoryl Inosine Monophosphate	Adenylosuccinate synthetase isozyme 1	Q8N142	Human	17016423|10592235|17139284
6-O-Phosphoryl Inosine Monophosphate	Adenylosuccinate synthetase	Q9U8D3	Plasmodium falciparum	
Uridine-2',3'-Vanadate	Ribonuclease pancreatic	P07998	Human	17016423|10592235|17139284
Equilenin	Steroid Delta-isomerase	P00947	Comamonas testosteroni	17016423|10592235|17139284
Equilenin	Steroid Delta-isomerase	P07445	Pseudomonas putida	17016423|10592235|17139284
Eniluracil	Dihydropyrimidine dehydrogenase [NADP(+)]	Q12882	Human	16466986
Eniluracil	Aldehyde oxidase	Q06278	Human	8161345
Eniluracil	Xanthine dehydrogenase/oxidase	P47989	Human	7961725
[Methylthio]Acetate	Monomeric sarcosine oxidase	P40859	Bacillus sp. (strain B-0618)	17016423|17139284
(R)-Mevalonate	3-hydroxy-3-methylglutaryl-coenzyme A reductase	P13702	Pseudomonas mevalonii	17016423|17139284
2-Amino-Pentanoic Acid	Ornithine carbamoyltransferase, mitochondrial	P00480	Human	17016423|17139284
Aspartic Acid-4-Carboxymethyl Ester	(S)-2-haloacid dehalogenase	Q60099	Xanthobacter autotrophicus	17016423|17139284
6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid	Dihydroorotate dehydrogenase (quinone), mitochondrial	Q02127	Human	17016423|10592235|17139284
N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide	Cholera enterotoxin subunit B	P01556	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	17016423|17139284
RU79073	Proto-oncogene tyrosine-protein kinase Src	P12931	Human	10592235
AL5927	Carbonic anhydrase 2	P00918	Human	17016423|10592235|17139284
9-Beta-D-Xylofuranosyl-Adenine	Purine nucleoside phosphorylase DeoD-type	P0ABP8	Escherichia coli (strain K12)	17016423|17139284
Acylated Ceftazidime	Regulatory protein BlaR1	P18357	Staphylococcus aureus	17016423|17139284
Acylated Ceftazidime	Beta-lactamase	P00811	Escherichia coli (strain K12)	17016423|17139284
Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone	D-amino-acid oxidase	P14920	Human	17016423|10592235|17139284
Phosphomethylphosphonic Acid Guanylate Ester	Cell division protein FtsZ	O08398	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	17016423|17139284
Glycoluril	Streptavidin	P22629	Streptomyces avidinii	17016423|17139284
3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	P0AEK4	Escherichia coli (strain K12)	17016423|10592235|17139284
Z-Pro-Prolinal	Prolyl endopeptidase	P48147	Human	10592235
Z-Pro-Prolinal	Prolyl endopeptidase	Q9X6R4	Aeromonas punctata	10592235
Benzoyl-Arginine-Alanine-Methyl Ketone	Cruzipain	P25779	Trypanosoma cruzi	17016423|17139284
Benzoyl-Arginine-Alanine-Methyl Ketone	Cathepsin F	Q9UBX1	Human	10592235
2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	Chitotriosidase-1	Q13231	Human	17016423|17139284
Norcamphor	Camphor 5-monooxygenase	P00183	Pseudomonas putida	17016423|17139284
10-Propargyl-5,8-Dideazafolic Acid	Thymidylate synthase	P13100	Pneumocystis carinii	
10-Propargyl-5,8-Dideazafolic Acid	Thymidylate synthase	P00469	Lactobacillus casei	17016423|10592235|17139284
10-Propargyl-5,8-Dideazafolic Acid	Thymidylate synthase	P0A884	Escherichia coli (strain K12)	17016423|10592235|17139284
10-Propargyl-5,8-Dideazafolic Acid	Ribosyldihydronicotinamide dehydrogenase [quinone]	P16083	Human	10592235
10-Propargyl-5,8-Dideazafolic Acid	Thymidylate synthase	P04818	Human	10592235
10-Propargyl-5,8-Dideazafolic Acid	Putative dehydrogenase/reductase SDR family member 4-like 2	P0CG22	Human	10592235
L-Myo-Inositol-1-Phosphate	Inositol monophosphatase 1	P29218	Human	17016423|17139284
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	N-(5'-phosphoribosyl)anthranilate isomerase	Q56320	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	17016423|17139284
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	Tryptophan biosynthesis protein TrpCF	P00909	Escherichia coli (strain K12)	17016423|17139284
S-Phosphocysteine	Enamine/imine deaminase	P0AF93	Escherichia coli (strain K12)	17016423|17139284
S-Phosphocysteine	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	P69795	Escherichia coli (strain K12)	17016423|17139284
10-CF3C(OH)2-DDACTHF	Trifunctional purine biosynthetic protein adenosine-3	P22102	Human	17016423|17139284
3-Deoxy-D-Manno-Oct-2-Ulosonic Acid	Ferrichrome-iron receptor	P06971	Escherichia coli (strain K12)	17016423|17139284
Biotinyl P-Nitroaniline	Streptavidin	P22629	Streptomyces avidinii	17016423|10592235|17139284
4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol	Purine nucleoside phosphorylase	P00491	Human	17016423|17139284
4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol	Purine nucleoside phosphorylase	P0A538	Mycobacterium tuberculosis	17016423|17139284
Meta-Tyrosine	Tyrosine 3-monooxygenase	P07101	Human	17016423|10592235|17139284
Glutaric Acid	Aspartate aminotransferase	P00509	Escherichia coli (strain K12)	17016423|17139284
Glutaric Acid	Glutamate decarboxylase alpha	P69908	Escherichia coli (strain K12)	
Glutaric Acid	Branched-chain-amino-acid aminotransferase	P0AB80	Escherichia coli (strain K12)	17016423|17139284
5-Iodouracil	Dihydropyrimidine dehydrogenase [NADP(+)]	Q12882	Human	17016423|10592235|17139284
CRA_11092	Trypsin-1	P07477	Human	17016423|10592235|17139284
2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	Carbonyl reductase [NADPH] 1	P16152	Human	
2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	DevB protein	Q9KL51	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	
N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	Tyrosine-protein phosphatase non-receptor type 1	P18031	Human	17016423|17139284
Sp-876	Thymidylate synthase	P0A884	Escherichia coli (strain K12)	17016423|17139284
Cyclohexylformamide	Alcohol dehydrogenase 1C	P00326	Human	17016423|10592235|17139284
Cyclohexylformamide	Alcohol dehydrogenase 4	P08319	Human	17016423|10592235|17139284
Tetrahydrodeoxyuridine	Cytidine deaminase	P19079	Bacillus subtilis (strain 168)	17016423|17139284
(4r)-2-Methylpentane-2,4-Diol	1-pyrroline-5-carboxylate dehydrogenase	P83849	Thermus thermophilus	
(4r)-2-Methylpentane-2,4-Diol	Xylose isomerase	P24300	Streptomyces rubiginosus	17016423|17139284
1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	Phospholipase A2	P04054	Human	17016423|10592235|17139284
Spermidine	Spermidine/putrescine-binding periplasmic protein	P0AFK9	Escherichia coli (strain K12)	17016423|17139284
Spermidine	Thioredoxin reductase 1, cytoplasmic	Q16881	Human	17016423|10592235|17139284
Spermidine	Gentamicin 3'-acetyltransferase	P23181	Pseudomonas aeruginosa	17016423|17139284
Butanoic Acid	Cholinesterase	P06276	Human	
Butanoic Acid	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase	P96965	Pseudomonas fluorescens	
Butanoic Acid	(S)-2-haloacid dehalogenase	Q53464	Pseudomonas sp. (strain YL)	17016423|17139284
4,5-Dehydro-L-Iduronic Acid	Chondroitinase-AC	Q59288	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	17016423|17139284
Tris-Hydroxymethyl-Methyl-Ammonium	Pantothenate synthetase	Q5SHF5	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	10592235
Tris-Hydroxymethyl-Methyl-Ammonium	Azurin	P00282	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	17016423|17139284
Tris-Hydroxymethyl-Methyl-Ammonium	Regulatory protein TenI	P25053	Bacillus subtilis (strain 168)	17016423|17139284
3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide	Dihydroneopterin aldolase	P56740	Staphylococcus aureus	17016423|10592235|17139284
FR230513	Adenosine deaminase	P00813	Human	10592235
WRR-99	Cruzipain	P25779	Trypanosoma cruzi	17016423|17139284
WRR-99	Cathepsin F	Q9UBX1	Human	10592235
Ferricrocin-Iron	Ferrichrome-iron receptor	P06971	Escherichia coli (strain K12)	17016423|17139284
Phencyclidine	Glutamate receptor ionotropic, NMDA 3A	Q8TCU5	Human	17016423|17139284
Phencyclidine	Sigma non-opioid intracellular receptor 1	Q99720	Human	17016423|17139284
N-Pyridoxyl-Threonine-5-Monophosphate	L-allo-threonine aldolase	Q9X266	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	Prostatic acid phosphatase	P15309	Human	17016423|10592235|17139284
Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate	Aminodeoxychorismate lyase	P28305	Escherichia coli (strain K12)	
Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate	Alanine racemase	P10724	Geobacillus stearothermophilus	17016423|17139284
Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	Q8ZNF3	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	17016423|17139284
Glucose-6-Phosphate	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	P17169	Escherichia coli (strain K12)	17016423|17139284
Glucose-6-Phosphate	Glucose-6-phosphate isomerase	P06744	Human	17016423|10592235|17139284
N~2~-Succinylornithine	N-succinylarginine dihydrolase	P76216	Escherichia coli (strain K12)	17016423|17139284
(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One	Cyclin-dependent kinase 2	P24941	Human	17016423|10592235|17139284
4-Deoxy-4-Thio-Beta-D-Glucopyranose	Possible cellulase CelA1 (Endoglucanase) (Endo-1,4-beta-glucanase) (FI-cmcase) (Carboxymethyl cellulase)	Q79G13	Mycobacterium tuberculosis	
4-Deoxy-4-Thio-Beta-D-Glucopyranose	Endoglucanase 5A	O85465	Bacillus agaradhaerens	17016423|17139284
4-Deoxy-4-Thio-Beta-D-Glucopyranose	Endoglucanase F	P37698	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	17016423|17139284
Oxyphenbutazone	Group IIE secretory phospholipase A2	Q9NZK7	Human	17016423|10592235|17139284
5(R)-5-Fluoro-Beta-D-Xylopyranosyl-Enzyme Intermediate	Alpha-xylosidase	P31434	Escherichia coli (strain K12)	17016423|17139284
Pyruvoyl Group	Phospholipase A2	P04054	Human	17016423|10592235|17139284
Diphenylacetic Acid	Cathepsin B	P07858	Human	17016423|10592235|17139284
Alpha-Ketomalonic Acid	NAD-dependent malic enzyme, mitochondrial	P23368	Human	17016423|17139284
2,6-Diaminopimelic Acid	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	P22188	Escherichia coli (strain K12)	17016423|17139284
2,6-Diaminopimelic Acid	Meso-diaminopimelate D-dehydrogenase	P04964	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	17016423|17139284
RU82209	Proto-oncogene tyrosine-protein kinase Src	P12931	Human	17016423|10592235|17139284
Pterin-6-Yl-Methyl-Monophosphate	Dihydropteroate synthase	Q81VW8	Bacillus anthracis	
Pterin-6-Yl-Methyl-Monophosphate	Dihydropteroate synthase 1	P0A578	Mycobacterium tuberculosis	17016423|17139284
N7-Methyl-Guanosine-5'-Monophosphate	m7GpppX diphosphatase	Q96C86	Human	17016423|17139284
1,2,4-Triazole	Carbonic anhydrase 2	P00918	Human	17016423|17139284
CRA_9785	Trypsin-1	P07477	Human	10592235
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	Carbonic anhydrase 2	P00918	Human	17016423|10592235|17139284
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	O76083	Human	
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	Human	17016423|17139284
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	Glutathione S-transferase Mu 4	Q03013	Human	17016423|10592235|17139284
Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	Carbonic anhydrase 2	P00918	Human	17016423|10592235|17139284
4-Thio-D-Glucose	Endoglucanase F	P37698	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	17016423|17139284
Decanoic Acid	3-oxoacyl-[acyl-carrier-protein] synthase 1	P0A953	Escherichia coli (strain K12)	17016423|10592235|17139284
Decanoic Acid	Furin	P09958	Human	10592235
Decanoic Acid	Peptostreptococcal albumin-binding protein	Q51911	Peptostreptococcus magnus	10592235
Decanoic Acid	Glycolipid transfer protein	Q9NZD2	Human	10592235
Decanoic Acid	Octanoyltransferase	Q10404	Mycobacterium tuberculosis	10592235
Decanoic Acid	Putative uncharacterized protein tcp14	Q6ZZJ1	Actinoplanes teichomyceticus	10592235
S-Benzyl-Glutathione	Glutathione S-transferase A1	P08263	Human	
S-Benzyl-Glutathione	Lactoylglutathione lyase	Q04760	Human	17016423|17139284
Glucarate	Glucarate dehydratase	P0AES2	Escherichia coli (strain K12)	17016423|17139284
[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid	Thyroid hormone receptor beta	P10828	Human	17016423|17139284
(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid	Genome polyprotein	P26663	HCV	17016423|17139284
(S)-Rolipram	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	Q08499	Human	
(S)-Rolipram	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Human	17016423|10592235|17139284|11752352
D-Para-Chlorophenyl-1-Acetamidoboronic Acid Alanine	Subtilisin Carlsberg	P00780	Bacillus licheniformis	17016423|17139284
Diminazene	Peroxiredoxin-5, mitochondrial	P30044	Human	17016423|17139284
Diminazene	HTH-type transcriptional regulator QacR	P0A0N4	Staphylococcus aureus	10592235
Diminazene	Trypsin-1	P07477	Human	10592235
Diminazene	Amiloride-sensitive amine oxidase [copper-containing]	P19801	Human	10592235
3-Deoxyguanosine	Purine nucleoside phosphorylase	P00491	Human	17016423|17139284
L-2-Amino-4-Methoxy-Cis-but-3-Enoic Acid	S-adenosylmethionine synthase isoform type-1	Q00266	Human	17016423|10592235|17139284
